trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
920,False,"{'a': 0.5, 'e': 0.3983356422344923}",20,0,20.587595522715507,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
921,False,"{'a': 0.5, 'e': 0.3979373065922578}",25,11,-29.75847568671158,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
922,False,"{'a': 0.5, 'e': 0.3975393692856655}",20,0,-21.78682102755564,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
923,False,"{'a': 0.5, 'e': 0.39714182991637986}",25,1,30.938163974083704,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
924,False,"{'a': 0.5, 'e': 0.3967446880864635}",30,10,26.030216468064182,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
925,False,"{'a': 0.5, 'e': 0.39634794339837703}",20,5,5.940012931911749,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
926,False,"{'a': 0.5, 'e': 0.39595159545497866}",20,6,-22.540085305003977,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 0}",1
927,False,"{'a': 0.5, 'e': 0.3955556438595237}",30,0,-21.741614024207035,"{0: 24, 1: 1, 2: 5, 3: 0, 4: 0}",0
928,False,"{'a': 0.5, 'e': 0.3951600882156642}",20,10,14.333166100916204,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
929,False,"{'a': 0.5, 'e': 0.3947649281274485}",30,3,-111.09467486275956,"{0: 18, 1: 2, 2: 3, 3: 3, 4: 1}",1
930,False,"{'a': 0.5, 'e': 0.39437016319932106}",25,0,-30.07726468470311,"{0: 20, 1: 0, 2: 4, 3: 1, 4: 0}",0
931,False,"{'a': 0.5, 'e': 0.39397579303612174}",20,14,10.540983672243634,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
932,False,"{'a': 0.5, 'e': 0.3935818172430856}",30,22,14.023215864031956,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
933,False,"{'a': 0.5, 'e': 0.3931882354258425}",25,0,-45.538171281706234,"{0: 19, 1: 3, 2: 2, 3: 0, 4: 1}",0
934,False,"{'a': 0.5, 'e': 0.39279504719041664}",20,0,-106.7532477795164,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 3}",0
935,False,"{'a': 0.5, 'e': 0.39240225214322627}",20,3,21.810124086594072,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
936,False,"{'a': 0.5, 'e': 0.392009849891083}",25,18,-26.639634490799473,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
937,False,"{'a': 0.5, 'e': 0.39161784004119193}",20,0,-42.956056285775574,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
938,False,"{'a': 0.5, 'e': 0.3912262222011507}",30,11,-34.77880246431082,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 1}",1
939,False,"{'a': 0.5, 'e': 0.3908349959789496}",20,0,23.95513346798872,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
940,False,"{'a': 0.5, 'e': 0.39044416098297063}",20,7,-28.079146967087308,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
941,False,"{'a': 0.5, 'e': 0.3900537168219877}",25,5,-9.632045176899323,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",1
942,False,"{'a': 0.5, 'e': 0.3896636631051657}",25,18,12.995103166821304,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
943,False,"{'a': 0.5, 'e': 0.38927399944206054}",25,0,-51.15897393155861,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",0
944,False,"{'a': 0.5, 'e': 0.3888847254426185}",20,13,-30.881419282859888,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
945,False,"{'a': 0.5, 'e': 0.38849584071717586}",25,2,7.039131988847428,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 0}",1
946,False,"{'a': 0.5, 'e': 0.38810734487645865}",25,0,10.524356161779636,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
947,False,"{'a': 0.5, 'e': 0.3877192375315822}",20,0,13.23685105669538,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
948,False,"{'a': 0.5, 'e': 0.3873315182940506}",35,18,7.726087890067938,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
949,False,"{'a': 0.5, 'e': 0.38694418677575654}",25,14,0.17123075141489585,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
950,False,"{'a': 0.5, 'e': 0.38655724258898083}",20,0,-24.316809157533598,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
951,False,"{'a': 0.5, 'e': 0.3861706853463918}",30,12,-34.38057591916752,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
952,False,"{'a': 0.5, 'e': 0.3857845146610454}",20,0,23.16239945249342,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
953,False,"{'a': 0.5, 'e': 0.38539873014638437}",20,11,9.535737876337146,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
954,False,"{'a': 0.5, 'e': 0.385013331416238}",25,20,8.41650171989189,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
955,False,"{'a': 0.5, 'e': 0.3846283180848218}",30,0,25.905391667899103,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
956,False,"{'a': 0.5, 'e': 0.38424368976673695}",35,17,-20.149595318324145,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 0}",1
957,False,"{'a': 0.5, 'e': 0.3838594460769702}",25,11,13.409743320133995,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
958,False,"{'a': 0.5, 'e': 0.3834755866308932}",25,0,-46.210142193932896,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
959,False,"{'a': 0.5, 'e': 0.38309211104426233}",20,6,-7.494843376032993,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
960,False,"{'a': 0.5, 'e': 0.38270901893321807}",35,19,9.121088051548295,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
961,False,"{'a': 0.5, 'e': 0.38232630991428485}",20,0,-9.59670345130002,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
962,False,"{'a': 0.5, 'e': 0.3819439836043706}",20,13,13.420176753376719,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
963,False,"{'a': 0.5, 'e': 0.38156203962076624}",25,11,5.6196805338986575,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
964,False,"{'a': 0.5, 'e': 0.3811804775811454}",30,0,-12.507700182770412,"{0: 25, 1: 2, 2: 2, 3: 1, 4: 0}",0
965,False,"{'a': 0.5, 'e': 0.3807992971035643}",25,0,0.16639807636609127,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
966,False,"{'a': 0.5, 'e': 0.38041849780646075}",25,3,-34.78958790882913,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 1}",1
967,False,"{'a': 0.5, 'e': 0.3800380793086543}",30,0,-40.23648018436979,"{0: 26, 1: 1, 2: 1, 3: 1, 4: 1}",0
968,False,"{'a': 0.5, 'e': 0.3796580412293456}",25,13,-3.7829982529543873,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 0}",1
969,False,"{'a': 0.5, 'e': 0.3792783831881163}",25,0,-25.221360003483927,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
970,False,"{'a': 0.5, 'e': 0.37889910480492817}",25,5,15.616149518557675,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
971,False,"{'a': 0.5, 'e': 0.37852020570012324}",20,9,-15.09510397516653,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
972,False,"{'a': 0.5, 'e': 0.3781416854944231}",20,3,-88.33338921348202,"{0: 10, 1: 1, 2: 4, 3: 1, 4: 1}",1
973,False,"{'a': 0.5, 'e': 0.3777635438089287}",20,0,1.349422341285269,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
974,False,"{'a': 0.5, 'e': 0.37738578026511976}",20,0,-68.61012554732521,"{0: 15, 1: 1, 2: 1, 3: 2, 4: 1}",1
975,False,"{'a': 0.5, 'e': 0.3770083944848546}",25,13,-13.724952578722272,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
976,False,"{'a': 0.5, 'e': 0.3766313860903698}",30,7,-7.701144589350346,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1
977,False,"{'a': 0.5, 'e': 0.3762547547042794}",20,0,-112.9512399675628,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
978,False,"{'a': 0.5, 'e': 0.3758784999495751}",20,0,-25.633941018802357,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
979,False,"{'a': 0.5, 'e': 0.37550262144962554}",20,0,-59.10837046561787,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
980,False,"{'a': 0.5, 'e': 0.3751271188281759}",25,0,-6.249818268360114,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
981,False,"{'a': 0.5, 'e': 0.37475199170934775}",25,2,-27.421318311791133,"{0: 19, 1: 1, 2: 1, 3: 2, 4: 0}",1
982,False,"{'a': 0.5, 'e': 0.3743772397176384}",20,0,-43.33520173460604,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
983,False,"{'a': 0.5, 'e': 0.37400286247792075}",30,17,15.790554265407927,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
984,False,"{'a': 0.5, 'e': 0.37362885961544284}",25,0,-66.74701799041223,"{0: 18, 1: 3, 2: 2, 3: 1, 4: 1}",0
985,False,"{'a': 0.5, 'e': 0.3732552307558274}",20,14,9.581280670334792,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
986,False,"{'a': 0.5, 'e': 0.3728819755250716}",20,12,13.903021215807588,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
987,False,"{'a': 0.5, 'e': 0.3725090935495465}",20,7,2.741110255350728,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
988,False,"{'a': 0.5, 'e': 0.37213658445599695}",30,4,-30.558217117493328,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 1}",1
989,False,"{'a': 0.5, 'e': 0.37176444787154095}",35,13,21.493863565451125,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
990,False,"{'a': 0.5, 'e': 0.3713926834236694}",20,0,13.660981171710823,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
991,False,"{'a': 0.5, 'e': 0.37102129074024576}",20,5,-71.03219373278843,"{0: 11, 1: 0, 2: 1, 3: 2, 4: 1}",1
992,False,"{'a': 0.5, 'e': 0.3706502694495055}",20,9,17.593747159815038,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
993,False,"{'a': 0.5, 'e': 0.370279619180056}",25,3,-2.7506622167369663,"{0: 19, 1: 1, 2: 1, 3: 1, 4: 0}",1
994,False,"{'a': 0.5, 'e': 0.3699093395608759}",25,10,-43.51987602218797,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 1}",1
995,False,"{'a': 0.5, 'e': 0.3695394302213151}",25,16,14.519994895464565,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
996,False,"{'a': 0.5, 'e': 0.36916989079109375}",20,2,-19.725490034395342,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 0}",1
997,False,"{'a': 0.5, 'e': 0.36880072090030264}",20,10,6.018617381072007,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
998,False,"{'a': 0.5, 'e': 0.36843192017940235}",25,1,-76.43111767268014,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 1}",1
999,False,"{'a': 0.5, 'e': 0.3680634882592229}",30,18,17.495658528174168,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1000,False,"{'a': 0.5, 'e': 0.36769542477096373}",25,8,-47.082075572341424,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 1}",1
1001,False,"{'a': 0.5, 'e': 0.36732772934619273}",25,2,-12.077097239380379,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 0}",1
1002,False,"{'a': 0.5, 'e': 0.36696040161684657}",20,8,6.807434915932376,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1003,False,"{'a': 0.5, 'e': 0.3665934412152297}",20,3,-11.848719116270495,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
1004,False,"{'a': 0.5, 'e': 0.3662268477740145}",20,1,-12.161662130614776,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
1005,False,"{'a': 0.5, 'e': 0.3658606209262405}",30,0,-45.465712038300865,"{0: 24, 1: 0, 2: 4, 3: 2, 4: 0}",0
1006,False,"{'a': 0.5, 'e': 0.36549476030531425}",20,0,-18.05794520682608,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
1007,False,"{'a': 0.5, 'e': 0.3651292655450089}",25,3,-61.242613693840255,"{0: 18, 1: 0, 2: 1, 3: 2, 4: 1}",1
1008,False,"{'a': 0.5, 'e': 0.3647641362794639}",20,16,8.069935411778873,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1009,False,"{'a': 0.5, 'e': 0.36439937214318446}",30,7,-11.974003093817693,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 1}",1
1010,False,"{'a': 0.5, 'e': 0.36403497277104124}",20,6,11.54542173169442,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1011,False,"{'a': 0.5, 'e': 0.3636709377982702}",30,0,-31.362067045994895,"{0: 25, 1: 2, 2: 2, 3: 0, 4: 1}",0
1012,False,"{'a': 0.5, 'e': 0.36330726686047193}",30,6,-95.01760737807828,"{0: 16, 1: 2, 2: 3, 3: 2, 4: 1}",1
1013,False,"{'a': 0.5, 'e': 0.3629439595936115}",20,0,-26.265732958092144,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
1014,False,"{'a': 0.5, 'e': 0.36258101563401784}",20,0,-26.781225535190234,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
1015,False,"{'a': 0.5, 'e': 0.3622184346183838}",25,16,13.671851304246934,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1016,False,"{'a': 0.5, 'e': 0.36185621618376546}",25,1,-17.82367874826734,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 1}",1
1017,False,"{'a': 0.5, 'e': 0.36149435996758167}",20,12,-5.0683172929802325,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
1018,False,"{'a': 0.5, 'e': 0.3611328656076141}",20,12,11.808046851380482,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1019,False,"{'a': 0.5, 'e': 0.36077173274200647}",25,1,23.804262246783175,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
1020,False,"{'a': 0.5, 'e': 0.3604109610092645}",20,8,-1.0221625293806997,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
1021,False,"{'a': 0.5, 'e': 0.3600505500482552}",25,3,-19.286265778873297,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 1}",1
1022,False,"{'a': 0.5, 'e': 0.359690499498207}",20,0,22.171158316977884,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1023,False,"{'a': 0.5, 'e': 0.3593308089987088}",20,2,18.769081712549887,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1024,False,"{'a': 0.5, 'e': 0.35897147818971004}",30,22,11.19289658038398,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1025,False,"{'a': 0.5, 'e': 0.35861250671152034}",20,6,6.3230636659515405,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1026,False,"{'a': 0.5, 'e': 0.3582538942048088}",25,6,6.9078799987072745,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 0}",1
1027,False,"{'a': 0.5, 'e': 0.357895640310604}",25,0,-61.24764410767167,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 2}",0
1028,False,"{'a': 0.5, 'e': 0.3575377446702934}",30,0,-105.6334190147743,"{0: 23, 1: 2, 2: 2, 3: 0, 4: 3}",0
1029,False,"{'a': 0.5, 'e': 0.35718020692562313}",25,11,25.465959894524573,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1030,False,"{'a': 0.5, 'e': 0.3568230267186975}",25,0,-37.72400251598937,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",0
1031,False,"{'a': 0.5, 'e': 0.3564662036919788}",30,2,-32.604900660930355,"{0: 24, 1: 1, 2: 2, 3: 0, 4: 1}",1
1032,False,"{'a': 0.5, 'e': 0.35610973748828684}",30,4,-18.804799620110646,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 1}",1
1033,False,"{'a': 0.5, 'e': 0.35575362775079855}",30,8,31.780445475565386,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
1034,False,"{'a': 0.5, 'e': 0.35539787412304774}",35,4,-16.706127602622754,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 1}",1
1035,False,"{'a': 0.5, 'e': 0.35504247624892465}",20,3,12.458393018658084,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1036,False,"{'a': 0.5, 'e': 0.35468743377267575}",25,0,5.75042813987104,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
1037,False,"{'a': 0.5, 'e': 0.35433274633890305}",20,0,-28.97688024770901,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
1038,False,"{'a': 0.5, 'e': 0.35397841359256416}",25,15,22.3216829233374,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1039,False,"{'a': 0.5, 'e': 0.35362443517897163}",30,13,16.120794667469,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
1040,False,"{'a': 0.5, 'e': 0.35327081074379263}",25,15,-10.86989100724636,"{0: 8, 1: 1, 2: 0, 3: 1, 4: 0}",1
1041,False,"{'a': 0.5, 'e': 0.35291753993304886}",30,2,-50.58953994303484,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 2}",1
1042,False,"{'a': 0.5, 'e': 0.3525646223931158}",25,5,-5.577314892209153,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",1
1043,False,"{'a': 0.5, 'e': 0.3522120577707227}",20,6,2.0577455478857107,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1044,False,"{'a': 0.5, 'e': 0.351859845712952}",30,24,10.69731598583794,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1045,False,"{'a': 0.5, 'e': 0.351507985867239}",25,9,-63.82154667674525,"{0: 11, 1: 1, 2: 2, 3: 1, 4: 1}",1
1046,False,"{'a': 0.5, 'e': 0.3511564778813718}",25,0,-54.46323107522549,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",1
1047,False,"{'a': 0.5, 'e': 0.3508053214034904}",25,17,-0.2796501548662138,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1048,False,"{'a': 0.5, 'e': 0.3504545160820869}",25,9,1.307345433780236,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
1049,False,"{'a': 0.5, 'e': 0.3501040615660048}",25,5,-37.85946166536911,"{0: 15, 1: 2, 2: 1, 3: 2, 4: 0}",1
1050,False,"{'a': 0.5, 'e': 0.34975395750443883}",25,11,-15.207906453724808,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
1051,False,"{'a': 0.5, 'e': 0.34940420354693436}",25,9,-25.949626347900743,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 1}",1
1052,False,"{'a': 0.5, 'e': 0.34905479934338746}",20,12,2.7476024295702404,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1053,False,"{'a': 0.5, 'e': 0.348705744544044}",35,13,-32.141723393986624,"{0: 18, 1: 2, 2: 1, 3: 0, 4: 1}",1
1054,False,"{'a': 0.5, 'e': 0.34835703879950003}",25,9,-2.6834522590382424,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
1055,False,"{'a': 0.5, 'e': 0.3480086817607005}",20,0,-54.446314854533966,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
1056,False,"{'a': 0.5, 'e': 0.3476606730789398}",20,0,-20.699316405289952,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
1057,False,"{'a': 0.5, 'e': 0.3473130124058609}",25,13,0.4067891703618871,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
1058,False,"{'a': 0.5, 'e': 0.346965699393455}",20,11,5.616008272998988,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1059,False,"{'a': 0.5, 'e': 0.34661873369406154}",20,6,-71.67750046099998,"{0: 9, 1: 0, 2: 3, 3: 1, 4: 1}",1
1060,False,"{'a': 0.5, 'e': 0.34627211496036747}",20,6,22.683896752349536,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1061,False,"{'a': 0.5, 'e': 0.3459258428454071}",30,0,-65.31635968536217,"{0: 23, 1: 0, 2: 6, 3: 0, 4: 1}",0
1062,False,"{'a': 0.5, 'e': 0.34557991700256174}",30,14,1.7170793899845387,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
1063,False,"{'a': 0.5, 'e': 0.3452343370855591}",20,8,-16.512565186944578,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
1064,False,"{'a': 0.5, 'e': 0.34488910274847356}",25,15,6.078644092064873,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
1065,False,"{'a': 0.5, 'e': 0.34454421364572513}",20,6,-33.24571107698826,"{0: 10, 1: 0, 2: 3, 3: 1, 4: 0}",1
1066,False,"{'a': 0.5, 'e': 0.34419966943207936}",25,11,27.07932954298463,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1067,False,"{'a': 0.5, 'e': 0.3438554697626473}",25,0,-31.954397816682643,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
1068,False,"{'a': 0.5, 'e': 0.3435116142928847}",30,10,12.86726513744834,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
1069,False,"{'a': 0.5, 'e': 0.34316810267859177}",25,13,-9.367317549297574,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
1070,False,"{'a': 0.5, 'e': 0.3428249345759132}",20,13,2.595441499326716,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1071,False,"{'a': 0.5, 'e': 0.3424821096413373}",30,13,28.20872627635819,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1072,False,"{'a': 0.5, 'e': 0.3421396275316959}",20,4,6.006455020334911,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
1073,False,"{'a': 0.5, 'e': 0.34179748790416425}",20,9,-13.261136036487002,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
1074,False,"{'a': 0.5, 'e': 0.34145569041626006}",25,18,-28.715418684879694,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
1075,False,"{'a': 0.5, 'e': 0.3411142347258438}",25,17,5.362347068715848,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1076,False,"{'a': 0.5, 'e': 0.34077312049111796}",25,9,4.70223122239361,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
1077,False,"{'a': 0.5, 'e': 0.34043234737062683}",25,7,28.17433632608901,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1078,False,"{'a': 0.5, 'e': 0.3400919150232562}",35,26,16.958304019728658,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1079,False,"{'a': 0.5, 'e': 0.339751823108233}",20,14,-11.988432132411944,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
1080,False,"{'a': 0.5, 'e': 0.33941207128512474}",30,12,14.621110292798814,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1081,False,"{'a': 0.5, 'e': 0.3390726592138396}",25,6,-42.3046232837894,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 0}",1
1082,False,"{'a': 0.5, 'e': 0.33873358655462577}",25,16,7.856863648797553,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
1083,False,"{'a': 0.5, 'e': 0.33839485296807115}",20,9,-8.304100615507,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
1084,False,"{'a': 0.5, 'e': 0.3380564581151031}",20,9,-46.815884434617175,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
1085,False,"{'a': 0.5, 'e': 0.33771840165698797}",25,0,16.332550494482987,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
1086,False,"{'a': 0.5, 'e': 0.337380683255331}",20,6,-2.6623366593110296,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1087,False,"{'a': 0.5, 'e': 0.33704330257207565}",20,14,10.910815170286316,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1088,False,"{'a': 0.5, 'e': 0.3367062592695036}",30,16,17.274761173852383,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1089,False,"{'a': 0.5, 'e': 0.3363695530102341}",25,12,2.5269979994668743,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
1090,False,"{'a': 0.5, 'e': 0.3360331834572238}",20,10,-34.84190663477507,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
1091,False,"{'a': 0.5, 'e': 0.3356971502737666}",20,0,-116.98163332223362,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 3}",0
1092,False,"{'a': 0.5, 'e': 0.33536145312349286}",20,13,-29.019301725177613,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
1093,False,"{'a': 0.5, 'e': 0.33502609167036934}",20,12,-6.743643495704141,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
1094,False,"{'a': 0.5, 'e': 0.334691065578699}",25,19,4.188429311946184,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
1095,False,"{'a': 0.5, 'e': 0.3343563745131203}",30,12,15.549051524403357,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
1096,False,"{'a': 0.5, 'e': 0.33402201813860716}",20,12,6.481970957320927,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1097,False,"{'a': 0.5, 'e': 0.33368799612046857}",20,14,9.404919119444518,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1098,False,"{'a': 0.5, 'e': 0.3333543081243481}",20,0,-45.022971001708996,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
1099,False,"{'a': 0.5, 'e': 0.33302095381622376}",30,10,6.31732447033899,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
1100,False,"{'a': 0.5, 'e': 0.3326879328624075}",20,4,-8.519326196665357,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
1101,False,"{'a': 0.5, 'e': 0.3323552449295451}",25,0,-12.071067024572159,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
1102,False,"{'a': 0.5, 'e': 0.3320228896846156}",30,7,-12.557542604692703,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 0}",1
