trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
552,False,"{'a': 0.5, 'e': 0.5756380598328571}",20,16,6.808141809693395,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
553,False,"{'a': 0.5, 'e': 0.5750624217730242}",20,0,8.148941629683318,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
554,False,"{'a': 0.5, 'e': 0.5744873593512513}",20,0,-64.21516794393143,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
555,False,"{'a': 0.5, 'e': 0.5739128719919}",20,0,-26.899658403613863,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
556,False,"{'a': 0.5, 'e': 0.5733389591199081}",20,9,-11.596916416401797,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
557,False,"{'a': 0.5, 'e': 0.5727656201607881}",25,11,3.5152660997598613,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
558,False,"{'a': 0.5, 'e': 0.5721928545406274}",25,17,1.6623823492739969,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
559,False,"{'a': 0.5, 'e': 0.5716206616860868}",20,0,-22.874717566878918,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
560,False,"{'a': 0.5, 'e': 0.5710490410244007}",30,9,-19.755115257417973,"{0: 17, 1: 1, 2: 2, 3: 1, 4: 0}",1
561,False,"{'a': 0.5, 'e': 0.5704779919833762}",25,19,10.765969034076207,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
562,False,"{'a': 0.5, 'e': 0.5699075139913929}",20,0,-16.025657903036752,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
563,False,"{'a': 0.5, 'e': 0.5693376064774015}",20,12,17.232917594014413,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
564,False,"{'a': 0.5, 'e': 0.5687682688709241}",20,0,-70.52979608711625,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
565,False,"{'a': 0.5, 'e': 0.5681995006020532}",20,0,-128.6533544542174,"{0: 11, 1: 1, 2: 6, 3: 0, 4: 2}",0
566,False,"{'a': 0.5, 'e': 0.5676313011014511}",25,15,-43.39630651558437,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 1}",1
567,False,"{'a': 0.5, 'e': 0.5670636698003497}",20,0,1.1406812405110285,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
568,False,"{'a': 0.5, 'e': 0.5664966061305493}",25,3,-106.71831990482553,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 2}",1
569,False,"{'a': 0.5, 'e': 0.5659301095244188}",20,0,-77.9138741308723,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
570,False,"{'a': 0.5, 'e': 0.5653641794148944}",20,0,-55.60265693169148,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
571,False,"{'a': 0.5, 'e': 0.5647988152354795}",25,0,-25.98102899270483,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
572,False,"{'a': 0.5, 'e': 0.564234016420244}",20,11,-21.182114426566475,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 0}",1
573,False,"{'a': 0.5, 'e': 0.5636697824038237}",20,0,-153.238625987831,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 3}",0
574,False,"{'a': 0.5, 'e': 0.56310611262142}",25,0,-65.14355297503155,"{0: 16, 1: 3, 2: 5, 3: 1, 4: 0}",1
575,False,"{'a': 0.5, 'e': 0.5625430065087985}",20,8,-13.108520780942039,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
576,False,"{'a': 0.5, 'e': 0.5619804635022897}",30,9,-51.5344239939505,"{0: 16, 1: 3, 2: 0, 3: 1, 4: 1}",1
577,False,"{'a': 0.5, 'e': 0.5614184830387874}",25,7,-105.44307444922585,"{0: 12, 1: 1, 2: 2, 3: 1, 4: 2}",1
578,False,"{'a': 0.5, 'e': 0.5608570645557486}",20,10,-7.698652972958488,"{0: 7, 1: 2, 2: 1, 3: 0, 4: 0}",1
579,False,"{'a': 0.5, 'e': 0.5602962074911929}",30,14,-22.69345805583991,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
580,False,"{'a': 0.5, 'e': 0.5597359112837017}",25,18,10.832489463770408,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
581,False,"{'a': 0.5, 'e': 0.5591761753724179}",25,14,20.944648199653294,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
582,False,"{'a': 0.5, 'e': 0.5586169991970455}",25,0,-70.38871400092353,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
583,False,"{'a': 0.5, 'e': 0.5580583821978485}",30,13,-2.8890099041676116,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
584,False,"{'a': 0.5, 'e': 0.5575003238156506}",30,0,-83.40114947982639,"{0: 24, 1: 1, 2: 3, 3: 0, 4: 2}",0
585,False,"{'a': 0.5, 'e': 0.556942823491835}",20,10,-49.531367117631284,"{0: 6, 1: 2, 2: 1, 3: 0, 4: 1}",1
586,False,"{'a': 0.5, 'e': 0.5563858806683432}",20,12,-7.3057720183256,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
587,False,"{'a': 0.5, 'e': 0.5558294947876748}",20,0,-46.18448979158692,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
588,False,"{'a': 0.5, 'e': 0.5552736652928871}",30,6,-40.37772050614849,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 0}",1
589,False,"{'a': 0.5, 'e': 0.5547183916275943}",25,15,11.927047298952434,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
590,False,"{'a': 0.5, 'e': 0.5541636732359667}",20,0,-61.93871151222937,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
591,False,"{'a': 0.5, 'e': 0.5536095095627307}",35,0,-162.39391767152244,"{0: 25, 1: 0, 2: 6, 3: 1, 4: 3}",0
592,False,"{'a': 0.5, 'e': 0.553055900053168}",20,9,-0.11240787191430268,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
593,False,"{'a': 0.5, 'e': 0.5525028441531148}",25,0,-96.06365360425086,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
594,False,"{'a': 0.5, 'e': 0.5519503413089617}",25,8,-40.51582126602306,"{0: 13, 1: 0, 2: 2, 3: 2, 4: 0}",1
595,False,"{'a': 0.5, 'e': 0.5513983909676528}",20,8,12.357714697498114,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
596,False,"{'a': 0.5, 'e': 0.5508469925766851}",25,0,-120.1526048121454,"{0: 16, 1: 1, 2: 6, 3: 0, 4: 2}",0
597,False,"{'a': 0.5, 'e': 0.5502961455841084}",20,11,-18.32183755713797,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 0}",1
598,False,"{'a': 0.5, 'e': 0.5497458494385243}",20,0,-36.29288550543466,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
599,False,"{'a': 0.5, 'e': 0.5491961035890858}",30,0,-63.52687086286455,"{0: 24, 1: 1, 2: 3, 3: 1, 4: 1}",0
600,False,"{'a': 0.5, 'e': 0.5486469074854967}",35,10,2.675285431690642,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",1
601,False,"{'a': 0.5, 'e': 0.5480982605780111}",20,12,-3.9101309513340317,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
602,False,"{'a': 0.5, 'e': 0.5475501623174331}",35,0,-114.75214304940536,"{0: 27, 1: 1, 2: 3, 3: 2, 4: 2}",0
603,False,"{'a': 0.5, 'e': 0.5470026121551157}",30,11,-49.07402717185934,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 2}",1
604,False,"{'a': 0.5, 'e': 0.5464556095429606}",25,3,-15.267291321027647,"{0: 19, 1: 0, 2: 2, 3: 1, 4: 0}",1
605,False,"{'a': 0.5, 'e': 0.5459091539334177}",25,16,-12.650695265793484,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
606,False,"{'a': 0.5, 'e': 0.5453632447794843}",20,12,-12.998726028997812,"{0: 5, 1: 1, 2: 2, 3: 0, 4: 0}",1
607,False,"{'a': 0.5, 'e': 0.5448178815347048}",20,0,-40.887430850228405,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
608,False,"{'a': 0.5, 'e': 0.5442730636531701}",35,22,-2.0928270756825293,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
609,False,"{'a': 0.5, 'e': 0.5437287905895168}",20,16,5.818386429990804,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
610,False,"{'a': 0.5, 'e': 0.5431850617989273}",20,8,-3.0304296091355143,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
611,False,"{'a': 0.5, 'e': 0.5426418767371284}",20,7,-35.37280818895068,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
612,False,"{'a': 0.5, 'e': 0.5420992348603914}",25,10,-18.022490235103383,"{0: 12, 1: 1, 2: 1, 3: 1, 4: 0}",1
613,False,"{'a': 0.5, 'e': 0.5415571356255309}",25,0,-24.78681360841347,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
614,False,"{'a': 0.5, 'e': 0.5410155784899053}",25,0,-65.26486299860458,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 2}",0
615,False,"{'a': 0.5, 'e': 0.5404745629114155}",20,10,-44.63751399567992,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 1}",1
616,False,"{'a': 0.5, 'e': 0.5399340883485041}",20,0,-17.63288214757377,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
617,False,"{'a': 0.5, 'e': 0.5393941542601556}",20,1,-4.306454525527531,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 0}",1
618,False,"{'a': 0.5, 'e': 0.5388547601058954}",20,0,-7.1455066314842774,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
619,False,"{'a': 0.5, 'e': 0.5383159053457895}",20,5,-9.412314663667466,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
620,False,"{'a': 0.5, 'e': 0.5377775894404437}",25,0,-150.414526579137,"{0: 15, 1: 3, 2: 4, 3: 0, 4: 3}",0
621,False,"{'a': 0.5, 'e': 0.5372398118510032}",25,9,13.49700880754946,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
622,False,"{'a': 0.5, 'e': 0.5367025720391523}",20,15,4.040590303737,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
623,False,"{'a': 0.5, 'e': 0.5361658694671131}",30,2,-7.844220801440859,"{0: 24, 1: 0, 2: 3, 3: 1, 4: 0}",1
624,False,"{'a': 0.5, 'e': 0.535629703597646}",20,6,13.202548683365313,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
625,False,"{'a': 0.5, 'e': 0.5350940738940484}",25,10,8.2196131281845,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
626,False,"{'a': 0.5, 'e': 0.5345589798201543}",25,0,9.412980448874734,"{0: 21, 1: 3, 2: 1, 3: 0, 4: 0}",0
627,False,"{'a': 0.5, 'e': 0.5340244208403342}",20,0,-58.35958253268876,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
628,False,"{'a': 0.5, 'e': 0.5334903964194938}",25,10,0.22415971237227028,"{0: 13, 1: 1, 2: 0, 3: 1, 4: 0}",1
629,False,"{'a': 0.5, 'e': 0.5329569060230743}",25,0,6.540438344986526,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
630,False,"{'a': 0.5, 'e': 0.5324239491170513}",25,0,-55.14706007469726,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
631,False,"{'a': 0.5, 'e': 0.5318915251679341}",20,0,-80.36090483297814,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
632,False,"{'a': 0.5, 'e': 0.5313596336427663}",25,0,-145.05486124347232,"{0: 17, 1: 0, 2: 4, 3: 2, 4: 2}",0
633,False,"{'a': 0.5, 'e': 0.5308282740091235}",25,17,-36.68478344196292,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 1}",1
634,False,"{'a': 0.5, 'e': 0.5302974457351144}",25,12,7.9420125229337,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
635,False,"{'a': 0.5, 'e': 0.5297671482893792}",25,16,6.106453690899778,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
636,False,"{'a': 0.5, 'e': 0.5292373811410899}",20,0,-23.915909959369923,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
637,False,"{'a': 0.5, 'e': 0.5287081437599488}",25,0,-45.718177756563804,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
638,False,"{'a': 0.5, 'e': 0.5281794356161889}",25,0,-55.534664588652056,"{0: 17, 1: 0, 2: 8, 3: 0, 4: 0}",0
639,False,"{'a': 0.5, 'e': 0.5276512561805726}",30,0,-93.97502034022062,"{0: 20, 1: 3, 2: 6, 3: 0, 4: 1}",0
640,False,"{'a': 0.5, 'e': 0.527123604924392}",20,0,-6.234108799309295,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
641,False,"{'a': 0.5, 'e': 0.5265964813194677}",20,0,-45.01121262070133,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
642,False,"{'a': 0.5, 'e': 0.5260698848381482}",30,11,-28.114990241206907,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 0}",1
643,False,"{'a': 0.5, 'e': 0.52554381495331}",25,0,-68.47730865479305,"{0: 17, 1: 4, 2: 3, 3: 0, 4: 1}",0
644,False,"{'a': 0.5, 'e': 0.5250182711383568}",25,0,-57.909208820782055,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
645,False,"{'a': 0.5, 'e': 0.5244932528672184}",20,9,0.06486126078280252,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
646,False,"{'a': 0.5, 'e': 0.5239687596143512}",20,12,-24.40820429763913,"{0: 5, 1: 1, 2: 1, 3: 1, 4: 0}",1
647,False,"{'a': 0.5, 'e': 0.5234447908547368}",30,7,-49.235089990892384,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 1}",1
648,False,"{'a': 0.5, 'e': 0.5229213460638821}",30,0,-40.85846637614214,"{0: 23, 1: 2, 2: 4, 3: 1, 4: 0}",0
649,False,"{'a': 0.5, 'e': 0.5223984247178182}",25,11,-63.39181077165082,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 1}",1
650,False,"{'a': 0.5, 'e': 0.5218760262931004}",20,0,-47.555842469790804,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
651,False,"{'a': 0.5, 'e': 0.5213541502668073}",20,12,-46.98404392190024,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 1}",1
652,False,"{'a': 0.5, 'e': 0.5208327961165404}",20,0,-56.550224030131815,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
653,False,"{'a': 0.5, 'e': 0.520311963320424}",20,0,-45.69235100215765,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
654,False,"{'a': 0.5, 'e': 0.5197916513571035}",25,11,12.36779425551206,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
655,False,"{'a': 0.5, 'e': 0.5192718597057464}",30,18,3.907042709221496,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
656,False,"{'a': 0.5, 'e': 0.5187525878460406}",25,2,-28.35029338930552,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 0}",1
657,False,"{'a': 0.5, 'e': 0.5182338352581947}",30,4,3.4478807314384907,"{0: 23, 1: 0, 2: 3, 3: 0, 4: 0}",1
658,False,"{'a': 0.5, 'e': 0.5177156014229364}",25,0,-52.83181632076907,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
659,False,"{'a': 0.5, 'e': 0.5171978858215135}",25,14,19.642735203601127,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
660,False,"{'a': 0.5, 'e': 0.516680687935692}",20,0,-10.799500312874972,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
661,False,"{'a': 0.5, 'e': 0.5161640072477562}",25,16,16.66029071575495,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
662,False,"{'a': 0.5, 'e': 0.5156478432405085}",20,0,-9.556570641357236,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
663,False,"{'a': 0.5, 'e': 0.5151321953972681}",25,16,-13.045690566862863,"{0: 7, 1: 1, 2: 0, 3: 1, 4: 0}",1
664,False,"{'a': 0.5, 'e': 0.5146170632018707}",20,7,-27.198543059710563,"{0: 9, 1: 1, 2: 2, 3: 1, 4: 0}",1
665,False,"{'a': 0.5, 'e': 0.5141024461386688}",20,0,-6.779244610180195,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
666,False,"{'a': 0.5, 'e': 0.5135883436925303}",20,5,5.490519692311118,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
667,False,"{'a': 0.5, 'e': 0.5130747553488376}",20,10,6.411786767416192,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
668,False,"{'a': 0.5, 'e': 0.5125616805934888}",20,6,-22.452293446514012,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
669,False,"{'a': 0.5, 'e': 0.5120491189128954}",20,0,-73.98889992417247,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
670,False,"{'a': 0.5, 'e': 0.5115370697939825}",20,0,-30.086728399383,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
671,False,"{'a': 0.5, 'e': 0.5110255327241885}",20,8,10.878779224233636,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
672,False,"{'a': 0.5, 'e': 0.5105145071914643}",20,0,3.7472567108874135,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
673,False,"{'a': 0.5, 'e': 0.5100039926842728}",20,5,-38.869088834361214,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 1}",1
674,False,"{'a': 0.5, 'e': 0.5094939886915886}",20,5,-37.58117086260331,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 1}",1
675,False,"{'a': 0.5, 'e': 0.508984494702897}",20,13,-0.5701391417789301,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
676,False,"{'a': 0.5, 'e': 0.508475510208194}",25,16,3.6807992527579754,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
677,False,"{'a': 0.5, 'e': 0.5079670346979859}",20,8,-87.26442963486225,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 2}",1
678,False,"{'a': 0.5, 'e': 0.5074590676632879}",30,0,-85.1143855045713,"{0: 23, 1: 3, 2: 2, 3: 0, 4: 2}",0
679,False,"{'a': 0.5, 'e': 0.5069516085956246}",25,0,-11.753642256928917,"{0: 19, 1: 3, 2: 3, 3: 0, 4: 0}",0
680,False,"{'a': 0.5, 'e': 0.506444656987029}",20,14,0.10604005494922553,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
681,False,"{'a': 0.5, 'e': 0.5059382123300419}",30,0,-34.07021354175333,"{0: 27, 1: 0, 2: 1, 3: 1, 4: 1}",0
682,False,"{'a': 0.5, 'e': 0.5054322741177119}",20,0,-97.85154246217192,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
683,False,"{'a': 0.5, 'e': 0.5049268418435942}",25,0,-11.939782385648321,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
684,False,"{'a': 0.5, 'e': 0.5044219150017506}",25,15,-27.926625105066258,"{0: 7, 1: 0, 2: 2, 3: 1, 4: 0}",1
685,False,"{'a': 0.5, 'e': 0.5039174930867488}",25,2,-61.493726896691584,"{0: 17, 1: 1, 2: 2, 3: 3, 4: 0}",1
686,False,"{'a': 0.5, 'e': 0.5034135755936621}",20,0,-68.94127787731554,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
687,False,"{'a': 0.5, 'e': 0.5029101620180684}",25,0,-107.99605271850372,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
688,False,"{'a': 0.5, 'e': 0.5024072518560504}",20,0,-5.141216346655581,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
689,False,"{'a': 0.5, 'e': 0.5019048446041943}",25,11,-38.89412027912113,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
690,False,"{'a': 0.5, 'e': 0.50140293975959}",20,1,-57.81128003469997,"{0: 13, 1: 1, 2: 3, 3: 2, 4: 0}",1
691,False,"{'a': 0.5, 'e': 0.5009015368198305}",20,2,16.065401164616016,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
692,False,"{'a': 0.5, 'e': 0.5004006352830107}",20,12,-34.98440165205804,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 1}",1
693,False,"{'a': 0.5, 'e': 0.49990023464772765}",20,13,10.021672257151652,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
694,False,"{'a': 0.5, 'e': 0.49940033441307996}",20,7,-44.97148807189827,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 1}",1
695,False,"{'a': 0.5, 'e': 0.49890093407866687}",25,0,-46.694822463010475,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
696,False,"{'a': 0.5, 'e': 0.4984020331445882}",20,0,-44.841104736802286,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
697,False,"{'a': 0.5, 'e': 0.4979036311114436}",30,14,-33.2437089404826,"{0: 11, 1: 2, 2: 2, 3: 1, 4: 0}",1
698,False,"{'a': 0.5, 'e': 0.4974057274803322}",30,0,-120.38941409161717,"{0: 24, 1: 1, 2: 2, 3: 0, 4: 3}",0
699,False,"{'a': 0.5, 'e': 0.4969083217528518}",25,8,18.04105078057795,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
700,False,"{'a': 0.5, 'e': 0.49641141343109896}",20,0,7.986475333061188,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
701,False,"{'a': 0.5, 'e': 0.49591500201766786}",25,6,30.39310429026868,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
702,False,"{'a': 0.5, 'e': 0.4954190870156502}",20,6,-50.23549239044255,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 1}",1
703,False,"{'a': 0.5, 'e': 0.49492366792863457}",20,0,17.802109559067805,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
704,False,"{'a': 0.5, 'e': 0.49442874426070593}",35,18,-19.514448255896205,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 0}",1
705,False,"{'a': 0.5, 'e': 0.49393431551644523}",25,7,-9.931198024863598,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
706,False,"{'a': 0.5, 'e': 0.49344038120092876}",25,6,-83.42483395807162,"{0: 11, 1: 1, 2: 4, 3: 3, 4: 0}",1
707,False,"{'a': 0.5, 'e': 0.49294694081972784}",30,19,10.879207392347688,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
708,False,"{'a': 0.5, 'e': 0.4924539938789081}",20,12,14.20433438704982,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
709,False,"{'a': 0.5, 'e': 0.4919615398850292}",25,12,-22.714231011946584,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 1}",1
710,False,"{'a': 0.5, 'e': 0.49146957834514415}",20,0,-42.149211290791406,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
711,False,"{'a': 0.5, 'e': 0.49097810876679904}",20,6,-11.643656802848085,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
712,False,"{'a': 0.5, 'e': 0.49048713065803223}",30,0,26.17212931665071,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
713,False,"{'a': 0.5, 'e': 0.4899966435273742}",25,5,15.162514346659947,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
714,False,"{'a': 0.5, 'e': 0.4895066468838468}",35,7,-23.504050737997837,"{0: 22, 1: 2, 2: 3, 3: 1, 4: 0}",1
715,False,"{'a': 0.5, 'e': 0.48901714023696297}",30,13,-11.053494192743553,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 0}",1
716,False,"{'a': 0.5, 'e': 0.488528123096726}",25,5,-115.62703682197385,"{0: 9, 1: 2, 2: 8, 3: 0, 4: 1}",1
717,False,"{'a': 0.5, 'e': 0.4880395949736293}",20,3,-8.109501995972336,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
718,False,"{'a': 0.5, 'e': 0.48755155537865563}",30,0,-71.58135538309844,"{0: 22, 1: 2, 2: 5, 3: 0, 4: 1}",0
719,False,"{'a': 0.5, 'e': 0.487064003823277}",25,9,5.935192973292958,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
720,False,"{'a': 0.5, 'e': 0.4865769398194537}",30,20,-4.320954280725067,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
721,False,"{'a': 0.5, 'e': 0.48609036287963425}",25,0,-65.1861244249483,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 1}",0
722,False,"{'a': 0.5, 'e': 0.48560427251675464}",20,12,15.320179605663364,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
723,False,"{'a': 0.5, 'e': 0.4851186682442379}",20,10,1.48231116484146,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
724,False,"{'a': 0.5, 'e': 0.48463354957599364}",20,10,-14.89911661770089,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
725,False,"{'a': 0.5, 'e': 0.48414891602641763}",25,0,12.04929538304125,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
726,False,"{'a': 0.5, 'e': 0.48366476711039125}",25,0,-59.176287713546536,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 1}",0
727,False,"{'a': 0.5, 'e': 0.4831811023432808}",20,12,-8.680359661558233,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
728,False,"{'a': 0.5, 'e': 0.4826979212409376}",25,6,-53.20809406187752,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 1}",1
729,False,"{'a': 0.5, 'e': 0.48221522331969663}",35,0,4.1931461282776015,"{0: 31, 1: 0, 2: 4, 3: 0, 4: 0}",0
730,False,"{'a': 0.5, 'e': 0.4817330080963769}",25,10,-29.68182330953561,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
731,False,"{'a': 0.5, 'e': 0.48125127508828053}",20,7,-0.0403683536134678,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
732,False,"{'a': 0.5, 'e': 0.4807700238131923}",20,14,11.336838834315259,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
733,False,"{'a': 0.5, 'e': 0.4802892537893791}",20,0,-27.983276381065735,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
734,False,"{'a': 0.5, 'e': 0.4798089645355897}",20,8,1.6207917978130952,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
735,False,"{'a': 0.5, 'e': 0.4793291555710541}",30,20,-26.485794744154084,"{0: 7, 1: 0, 2: 2, 3: 1, 4: 0}",1
